trade_id,analysis_id,symbol,platform,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit_1,take_profit_2,take_profit_3,position_size,ticket,status,exit_reason,pnl,pnl_percent,realized_rr,duration_minutes,commission,slippage,max_favorable_excursion,max_adverse_excursion,original_stop_loss
trade_20260224_090217_976688,analysis_20260224_090217_036706,XAU/USD,mt5,long,2026-02-24 09:02:17.976688,2026-02-24 09:07:16.555048,5175.982,5176.712,5176.7115205,5184.78842857143,5194.13685714286,,0.34,2415409242,closed,stop_loss,24.82,0.0235,1.0,4.9,0.0,0.0,2.31999999999971,1.48800000000028,
trade_20260224_090730_773703,analysis_20260224_090730_056015,XAU/USD,mt5,long,2026-02-24 09:07:30.773703,2026-02-24 09:09:19.560823,5176.267,5177.408,5177.6325448,5187.74375,5197.0655,,0.34,2415429866,closed,stop_loss,38.79,0.0368,0.8356,1.8,0.0,0.22454,3.64199999999983,0.0,
trade_20260224_091303_474516,analysis_20260224_091302_737456,XAU/USD,mt5,long,2026-02-24 09:13:03.474516,2026-02-24 09:29:36.552429,5174.574,5168.486,5168.48642857143,5183.69035714286,5192.81271428571,,0.35,2415453677,closed,stop_loss,-213.08,-0.2024,-1.0,16.4,0.0,0.0,0.0,5.73799999999937,
trade_20260224_093434_238135,analysis_20260224_093402_351252,XAU/USD,mt5,long,2026-02-24 09:34:34.238135,2026-02-24 09:35:37.478285,5172.48,5167.74,5167.74042857143,5181.60685714286,5189.92671428572,,0.38,2415548595,closed,stop_loss,-180.12,-0.1715,-1.0,1,0.0,0.0,0.891000000000531,4.04599999999937,
trade_20260224_093947_019236,analysis_20260224_093946_173581,XAU/USD,mt5,long,2026-02-24 09:39:47.019236,2026-02-24 10:00:10.205814,5170.015,5171.194,5171.2975677,5177.64564285714,5186.16028571429,,0.37,2415579612,closed,stop_loss,43.62,0.0415,0.9192,20.2,0.0,0.10357,2.85699999999997,2.26000000000022,
trade_20260224_100057_805326,analysis_20260224_100057_083735,XAU/USD,mt5,long,2026-02-24 10:00:57.805326,2026-02-24 10:06:06.736838,5172.906,5174.307,5174.307242,5178.27360714286,5184.95621428571,,0.47,2415666292,closed,stop_loss,65.85,0.0626,1.0,5.1,0.0,0.0,2.95399999999972,0.423999999999978,
trade_20260224_100610_441234,analysis_20260224_100609_668210,XAU/USD,mt5,long,2026-02-24 10:06:10.441234,2026-02-24 10:27:34.391373,5174.112,5178.879,5178.8788701,5181.47564285714,5188.05228571429,,0.48,2415690321,closed,stop_loss,228.81,0.217,1.0,21.3,0.0,0.0,6.74200000000019,1.39500000000044,
trade_20260224_103158_450426,analysis_20260224_103157_665922,XAU/USD,mt5,long,2026-02-24 10:31:58.450426,2026-02-24 10:36:57.361175,5169.363,5165.972,5165.97171428571,5177.19992857143,5183.93685714286,,0.47,2415800032,closed,stop_loss,-159.38,-0.1514,-1.0,4.9,0.0,0.0,0.0,3.30600000000049,
trade_20260224_103742_832862,analysis_20260224_103742_038120,XAU/USD,mt5,long,2026-02-24 10:37:42.832862,2026-02-24 10:38:38.812748,5165.972,5167.711,5167.7112214,5172.15328571429,5179.08757142857,,0.46,2415840332,closed,stop_loss,80.0,0.0759,1.0,0.8,0.0,0.0,4.73300000000017,0.0,
trade_20260224_104256_243128,analysis_20260224_104255_350488,XAU/USD,mt5,long,2026-02-24 10:42:56.243128,2026-02-24 10:59:21.682493,5170.908,5172.055,5172.0549179,5176.12932142857,5183.48564285714,,0.43,2415871274,closed,stop_loss,49.33,0.0468,1.0,15.8,0.0,0.0,3.44399999999951,1.72299999999996,
trade_20260224_110336_662558,analysis_20260224_110335_759727,XAU/USD,mt5,long,2026-02-24 11:03:36.662558,2026-02-24 11:16:20.710652,5175.206,5175.449,5175.4488994,5181.474,5188.602,,0.44,2415960107,closed,stop_loss,10.7,0.0102,1.0,12.7,0.0,0.0,1.79600000000028,2.6230000000005,
trade_20260224_111907_910573,analysis_20260224_111907_172170,XAU/USD,mt5,long,2026-02-24 11:19:07.910573,2026-02-24 11:46:57.696195,5174.218,5176.086,5176.0857083,5181.08782142857,5188.32264285714,,0.44,2416019564,closed,stop_loss,82.19,0.0779,1.0,27.7,0.0,0.0,3.78499999999985,3.20799999999963,
trade_20260224_115037_553221,analysis_20260224_115036_965638,XAU/USD,mt5,long,2026-02-24 11:50:37.553221,2026-02-24 11:58:15.907222,5175.025,5174.777,5174.9000641,5178.77917857143,5183.76635714286,,0.63,2416140558,closed,stop_loss,-15.63,-0.0148,-1.984,7.5,0.0,0.123,1.42800000000079,2.64899999999943,
trade_20260224_120059_651064,analysis_20260224_120058_826239,XAU/USD,mt5,long,2026-02-24 12:00:59.651064,2026-02-24 12:05:08.295180,5171.617,5169.58,5169.58028571429,5178.23957142857,5183.43514285714,,0.61,2416183183,closed,stop_loss,-124.26,-0.118,-1.0,4.1,0.0,0.0,0.0,1.83500000000004,
trade_20260224_120612_736721,analysis_20260224_120611_914969,XAU/USD,mt5,long,2026-02-24 12:06:12.736721,2026-02-24 12:11:32.972168,5172.086,5167.819,5167.81857142857,5176.80964285714,5182.20428571429,,0.59,2416209770,closed,stop_loss,-251.75,-0.2394,-1.0,5.3,0.0,0.0,0.606999999999971,4.29300000000057,
trade_20260224_121705_763335,analysis_20260224_121634_062169,XAU/USD,mt5,long,2026-02-24 12:17:05.763335,2026-02-24 12:17:23.496744,5163.161,5159.776,5159.77607142857,5169.07839285714,5174.65978571429,,0.56,2416267398,closed,stop_loss,-189.56,-0.1804,-1.0,0.2,0.0,0.0,0.0,0.270999999999731,
trade_20260224_122218_867754,analysis_20260224_122218_062568,XAU/USD,mt5,long,2026-02-24 12:22:18.867754,2026-02-24 12:24:25.987255,5158.173,5158.461,5158.4609973,5166.61607142857,5174.76214285714,,0.39,2416328773,closed,stop_loss,11.23,0.0107,1.0,2.1,0.0,0.0,1.83600000000024,0.184999999999491,
trade_20260224_122731_822220,analysis_20260224_122731_028517,XAU/USD,mt5,long,2026-02-24 12:27:31.822220,2026-02-24 12:31:52.250242,5159.998,5161.733,5161.5070832,5168.07760714286,5176.68621428571,,0.37,2416360532,closed,stop_loss,64.19,0.0612,1.1498,3.8,0.0,0.226,4.08200000000033,1.53099999999995,
trade_20260224_123245_088769,analysis_20260224_123244_262138,XAU/USD,mt5,long,2026-02-24 12:32:45.088769,2026-02-24 12:33:23.871498,5158.63,5157.856,5157.8561788,5171.60103571428,5180.66007142857,,0.35,2416392288,closed,stop_loss,-27.09,-0.0258,-1.0,0.5,0.0,0.0,0.774000000000342,1.44000000000051,
trade_20260224_123829_192391,analysis_20260224_123828_334056,XAU/USD,mt5,long,2026-02-24 12:38:29.192391,2026-02-24 12:54:57.718803,5157.034,5148.324,5148.32442857143,5164.08085714286,5173.53471428571,,0.33,2416428104,closed,stop_loss,-287.43,-0.2743,-1.0,16.3,0.0,0.0,1.85500000000047,7.5679999999993,
trade_20260224_125909_100574,analysis_20260224_125908_344848,XAU/USD,mt5,long,2026-02-24 12:59:09.100574,2026-02-24 13:02:22.424150,5152.792,5157.013,5157.0134317,5162.97285714286,5173.97771428571,,0.29,2416563808,closed,stop_loss,122.41,0.1168,1.0,3.1,0.0,0.0,6.01899999999932,2.02900000000045,
trade_20260224_130422_124603,analysis_20260224_130421_345459,XAU/USD,mt5,long,2026-02-24 13:04:22.124603,2026-02-24 13:11:28.283664,5155.24,5158.932,5158.931856,5164.02807142857,5175.75914285714,,0.27,2416609824,closed,stop_loss,99.68,0.095,1.0,6.9,0.0,0.0,5.23999999999978,2.79899999999998,
trade_20260224_131515_637428,analysis_20260224_131514_561880,XAU/USD,mt5,long,2026-02-24 13:15:15.637428,2026-02-24 13:31:02.987966,5157.951,5151.469,5151.46864285714,5170.91453571429,5182.58207142857,,0.27,2416676370,closed,stop_loss,-175.02,-0.167,-1.0,15.7,0.0,0.0,0.0,6.04699999999957,
