datetime,open,high,low,close,tick_volume,spread_points
2026-07-01 00:00:00+00:00,30315.27,30332.93,30148.82,30248.46,26989,240
2026-07-01 04:00:00+00:00,30248.84,30255.81,30080.78,30155.11,22323,240
2026-07-01 08:00:00+00:00,30155.73,30216.54,30099.50,30143.96,21848,240
2026-07-01 12:00:00+00:00,30144.38,30175.83,29868.58,30035.42,137986,240
2026-07-01 16:00:00+00:00,30035.93,30061.16,29834.91,29860.68,57934,240
2026-07-01 20:00:00+00:00,29861.15,29898.99,29790.00,29828.29,19611,240
2026-07-02 00:00:00+00:00,29828.78,30022.18,29737.24,29956.30,37501,240
2026-07-02 04:00:00+00:00,29956.10,29971.64,29610.27,29676.06,36628,240
2026-07-02 08:00:00+00:00,29675.67,29861.76,29610.80,29817.73,34872,240
2026-07-02 12:00:00+00:00,29818.30,30102.56,29394.74,29459.72,213011,240
2026-07-02 16:00:00+00:00,29460.91,29471.16,29112.42,29320.02,135893,240
2026-07-02 20:00:00+00:00,29320.41,29409.40,29297.99,29387.54,17397,240
2026-07-03 00:00:00+00:00,29387.00,29561.65,29311.02,29555.57,38107,240
2026-07-03 04:00:00+00:00,29556.36,29674.66,29550.76,29632.30,17645,240
2026-07-03 08:00:00+00:00,29632.00,29695.24,29615.74,29688.54,14438,240
2026-07-03 12:00:00+00:00,29688.93,29742.49,29663.59,29693.97,18676,240
2026-07-03 16:00:00+00:00,29694.35,29711.93,29678.95,29690.62,3262,240
2026-07-05 20:00:00+00:00,29751.09,29803.70,29656.27,29779.16,13696,192
2026-07-06 00:00:00+00:00,29779.93,29798.36,29478.01,29525.46,51425,240
2026-07-06 04:00:00+00:00,29525.33,29669.61,29497.74,29646.38,26075,240
2026-07-06 08:00:00+00:00,29647.33,29709.44,29574.97,29673.26,24820,240
2026-07-06 12:00:00+00:00,29672.90,29879.26,29571.52,29869.01,109870,240
2026-07-06 16:00:00+00:00,29867.78,29888.75,29676.63,29747.14,44188,240
2026-07-06 20:00:00+00:00,29746.71,29770.40,29637.45,29649.89,13706,240
2026-07-07 00:00:00+00:00,29648.07,29711.08,29426.74,29465.57,37879,240
2026-07-07 04:00:00+00:00,29466.11,29541.11,29355.92,29443.37,27174,240
2026-07-07 08:00:00+00:00,29443.76,29506.50,29389.40,29439.31,25171,240
2026-07-07 12:00:00+00:00,29438.69,29513.54,29008.00,29184.61,142668,240
2026-07-07 16:00:00+00:00,29185.24,29378.13,29066.23,29189.00,64565,240
2026-07-07 20:00:00+00:00,29189.57,29234.11,29092.91,29099.50,13924,287
2026-07-08 00:00:00+00:00,29099.96,29355.85,29065.90,29265.79,33612,360
2026-07-08 04:00:00+00:00,29266.26,29271.92,29080.47,29178.92,27756,360
2026-07-08 08:00:00+00:00,29179.48,29212.87,28708.50,28890.63,57369,360
2026-07-08 12:00:00+00:00,28889.67,29198.85,28834.96,28897.08,109606,360
2026-07-08 16:00:00+00:00,28897.54,29299.82,28894.60,29258.06,52922,360
2026-07-08 20:00:00+00:00,29258.53,29305.82,29153.77,29295.05,15687,360
2026-07-09 00:00:00+00:00,29294.45,29384.96,29200.08,29310.11,33787,360
2026-07-09 04:00:00+00:00,29310.09,29509.06,29266.05,29487.42,23743,360
2026-07-09 08:00:00+00:00,29487.96,29537.81,29367.56,29498.60,23274,360
2026-07-09 12:00:00+00:00,29499.39,29733.35,29417.86,29689.23,68159,360
2026-07-09 16:00:00+00:00,29689.71,29796.05,29668.32,29751.72,23157,360
2026-07-09 20:00:00+00:00,29750.74,29776.34,29710.96,29739.10,10372,360
2026-07-10 00:00:00+00:00,29739.97,29769.24,29610.98,29738.67,21840,360
2026-07-10 04:00:00+00:00,29739.23,29754.72,29569.88,29579.69,17558,360
2026-07-10 08:00:00+00:00,29579.69,29693.43,29523.54,29621.42,18288,360
2026-07-10 12:00:00+00:00,29621.45,29797.25,29484.74,29750.23,72585,286
2026-07-10 16:00:00+00:00,29751.05,29882.38,29751.05,29843.54,22478,360
2026-07-10 20:00:00+00:00,29844.49,29870.33,29838.48,29869.90,2329,360
2026-07-12 20:00:00+00:00,29751.29,29793.46,29661.48,29709.81,9933,287
2026-07-13 00:00:00+00:00,29709.21,29857.63,29498.90,29505.03,36045,360
2026-07-13 04:00:00+00:00,29505.21,29509.59,29363.81,29471.43,25196,360
2026-07-13 08:00:00+00:00,29472.01,29618.61,29466.85,29559.87,17813,360
2026-07-13 12:00:00+00:00,29560.53,29577.09,29313.48,29430.22,76067,287
2026-07-13 16:00:00+00:00,29430.69,29457.11,29215.70,29285.61,44823,360
2026-07-13 20:00:00+00:00,29285.00,29301.52,29151.11,29242.28,13650,360
2026-07-14 00:00:00+00:00,29243.20,29363.12,29127.25,29248.06,50977,360
2026-07-14 04:00:00+00:00,29248.59,29471.08,29195.56,29395.75,25528,360
2026-07-14 08:00:00+00:00,29396.34,29492.28,29370.26,29455.57,26098,360
2026-07-14 12:00:00+00:00,29454.64,29742.25,29389.53,29606.62,93077,287
2026-07-14 16:00:00+00:00,29607.13,29699.52,29527.18,29610.45,32464,360
2026-07-14 20:00:00+00:00,29609.95,29724.54,29572.29,29713.26,11432,360
2026-07-15 00:00:00+00:00,29713.77,29844.04,29663.37,29838.11,21694,360
2026-07-15 04:00:00+00:00,29838.43,29887.42,29754.62,29822.06,18914,360
2026-07-15 08:00:00+00:00,29822.19,29824.28,29697.53,29737.87,18341,360
2026-07-15 12:00:00+00:00,29738.47,29824.26,29360.38,29406.75,79875,286
2026-07-15 16:00:00+00:00,29405.71,29569.35,29224.58,29528.46,44677,287
2026-07-15 20:00:00+00:00,29527.68,29578.57,29489.81,29521.02,11184,360
2026-07-16 00:00:00+00:00,29520.53,29593.21,29424.70,29573.68,26003,360
2026-07-16 04:00:00+00:00,29574.16,29626.18,29379.07,29392.78,21628,343
2026-07-16 08:00:00+00:00,29392.77,29474.74,29192.34,29277.23,23698,360
2026-07-16 12:00:00+00:00,29276.89,29361.12,29090.02,29221.96,83279,360
2026-07-16 16:00:00+00:00,29222.48,29225.13,28910.09,29046.15,52710,360
2026-07-16 20:00:00+00:00,29047.23,29061.90,28896.14,28931.42,14801,360
2026-07-17 00:00:00+00:00,28932.54,28959.31,28738.91,28747.84,28298,360
2026-07-17 04:00:00+00:00,28747.50,28748.36,28519.71,28522.66,29944,360
2026-07-17 08:00:00+00:00,28522.27,28660.55,28388.24,28575.87,33278,360
2026-07-17 12:00:00+00:00,28575.30,28779.34,28243.20,28764.29,110939,360
2026-07-17 16:00:00+00:00,28764.89,28875.56,28549.38,28594.75,65153,360
2026-07-17 20:00:00+00:00,28594.20,28599.77,28544.40,28595.16,5566,360
