datetime,open,high,low,close,tick_volume,spread_points
2026-07-01 00:00:00+00:00,1.14128,1.14139,1.14013,1.14039,4762,8
2026-07-01 04:00:00+00:00,1.14040,1.14105,1.13928,1.14019,5805,8
2026-07-01 08:00:00+00:00,1.14017,1.14035,1.13843,1.13853,7107,8
2026-07-01 12:00:00+00:00,1.13854,1.14117,1.13614,1.13836,18407,8
2026-07-01 16:00:00+00:00,1.13837,1.13937,1.13751,1.13786,6965,8
2026-07-01 20:00:00+00:00,1.13783,1.13794,1.13736,1.13772,1726,8
2026-07-02 00:00:00+00:00,1.13772,1.13881,1.13746,1.13819,4493,8
2026-07-02 04:00:00+00:00,1.13820,1.14088,1.13810,1.14074,7470,8
2026-07-02 08:00:00+00:00,1.14073,1.14208,1.14002,1.14037,8910,8
2026-07-02 12:00:00+00:00,1.14035,1.14723,1.13952,1.14470,24602,8
2026-07-02 16:00:00+00:00,1.14472,1.14479,1.14260,1.14305,7253,8
2026-07-02 20:00:00+00:00,1.14303,1.14353,1.14217,1.14222,2359,8
2026-07-03 00:00:00+00:00,1.14220,1.14444,1.14203,1.14407,5705,8
2026-07-03 04:00:00+00:00,1.14408,1.14619,1.14387,1.14541,6503,8
2026-07-03 08:00:00+00:00,1.14544,1.14574,1.14401,1.14502,6137,8
2026-07-03 12:00:00+00:00,1.14504,1.14525,1.14345,1.14369,6076,8
2026-07-03 16:00:00+00:00,1.14368,1.14419,1.14351,1.14361,2943,8
2026-07-03 20:00:00+00:00,1.14361,1.14374,1.14332,1.14356,1053,8
2026-07-05 20:00:00+00:00,1.14347,1.14381,1.14326,1.14365,1556,8
2026-07-06 00:00:00+00:00,1.14364,1.14407,1.14270,1.14315,5162,8
2026-07-06 04:00:00+00:00,1.14313,1.14338,1.14163,1.14262,6131,8
2026-07-06 08:00:00+00:00,1.14262,1.14269,1.14094,1.14148,6733,8
2026-07-06 12:00:00+00:00,1.14150,1.14258,1.14081,1.14251,8565,8
2026-07-06 16:00:00+00:00,1.14252,1.14445,1.14247,1.14406,4562,8
2026-07-06 20:00:00+00:00,1.14404,1.14476,1.14377,1.14411,1946,8
2026-07-07 00:00:00+00:00,1.14410,1.14471,1.14357,1.14364,4805,8
2026-07-07 04:00:00+00:00,1.14366,1.14388,1.14245,1.14248,5593,8
2026-07-07 08:00:00+00:00,1.14249,1.14390,1.14230,1.14322,6696,8
2026-07-07 12:00:00+00:00,1.14321,1.14419,1.14217,1.14224,9884,8
2026-07-07 16:00:00+00:00,1.14226,1.14295,1.14078,1.14163,6856,8
2026-07-07 20:00:00+00:00,1.14160,1.14170,1.13973,1.14010,3113,8
2026-07-08 00:00:00+00:00,1.14012,1.14162,1.13982,1.14140,5529,8
2026-07-08 04:00:00+00:00,1.14139,1.14313,1.14107,1.14254,7077,8
2026-07-08 08:00:00+00:00,1.14254,1.14274,1.13929,1.13982,14812,8
2026-07-08 12:00:00+00:00,1.13981,1.14134,1.13908,1.13950,12464,8
2026-07-08 16:00:00+00:00,1.13952,1.14299,1.13942,1.14271,7759,8
2026-07-08 20:00:00+00:00,1.14271,1.14275,1.14117,1.14209,2205,8
2026-07-09 00:00:00+00:00,1.14211,1.14300,1.14197,1.14266,4609,8
2026-07-09 04:00:00+00:00,1.14266,1.14492,1.14229,1.14354,6356,8
2026-07-09 08:00:00+00:00,1.14352,1.14378,1.14207,1.14290,7088,8
2026-07-09 12:00:00+00:00,1.14293,1.14456,1.14222,1.14384,9521,8
2026-07-09 16:00:00+00:00,1.14382,1.14410,1.14252,1.14273,4578,8
2026-07-09 20:00:00+00:00,1.14274,1.14335,1.14270,1.14329,1475,8
2026-07-10 00:00:00+00:00,1.14329,1.14603,1.14299,1.14492,6818,8
2026-07-10 04:00:00+00:00,1.14490,1.14490,1.14353,1.14370,6058,8
2026-07-10 08:00:00+00:00,1.14369,1.14418,1.14262,1.14305,7048,8
2026-07-10 12:00:00+00:00,1.14307,1.14415,1.14114,1.14371,11364,8
2026-07-10 16:00:00+00:00,1.14373,1.14408,1.14114,1.14155,5721,8
2026-07-10 20:00:00+00:00,1.14153,1.14178,1.14113,1.14143,774,8
2026-07-12 20:00:00+00:00,1.13997,1.14045,1.13872,1.14037,2736,8
2026-07-13 00:00:00+00:00,1.14039,1.14050,1.13838,1.13984,6289,8
2026-07-13 04:00:00+00:00,1.13983,1.14257,1.13955,1.14241,8025,8
2026-07-13 08:00:00+00:00,1.14243,1.14454,1.14236,1.14271,9142,8
2026-07-13 12:00:00+00:00,1.14270,1.14329,1.13961,1.14012,12101,8
2026-07-13 16:00:00+00:00,1.14013,1.14023,1.13814,1.13831,7627,8
2026-07-13 20:00:00+00:00,1.13832,1.13855,1.13768,1.13831,2460,8
2026-07-14 00:00:00+00:00,1.13833,1.13962,1.13779,1.13931,6383,8
2026-07-14 04:00:00+00:00,1.13931,1.13972,1.13837,1.13952,6637,8
2026-07-14 08:00:00+00:00,1.13955,1.14089,1.13896,1.14061,7906,8
2026-07-14 12:00:00+00:00,1.14061,1.14621,1.14035,1.14268,21965,8
2026-07-14 16:00:00+00:00,1.14271,1.14340,1.14157,1.14198,6923,8
2026-07-14 20:00:00+00:00,1.14200,1.14246,1.14167,1.14241,2375,8
2026-07-15 00:00:00+00:00,1.14242,1.14419,1.14235,1.14375,4993,8
