datetime,open,high,low,close,tick_volume,spread_points
2026-07-01 00:00:00+00:00,4005.653,4009.858,3970.199,3980.325,57910,240
2026-07-01 04:00:00+00:00,3980.373,3982.884,3959.988,3976.152,49489,240
2026-07-01 08:00:00+00:00,3976.098,4035.604,3969.470,4030.205,43671,240
2026-07-01 12:00:00+00:00,4030.558,4115.736,4012.834,4081.229,119938,240
2026-07-01 16:00:00+00:00,4081.176,4088.609,4034.231,4038.683,42347,240
2026-07-01 20:00:00+00:00,4038.516,4045.279,4028.446,4035.169,18431,240
2026-07-02 00:00:00+00:00,4034.972,4074.220,4030.633,4070.082,60259,240
2026-07-02 04:00:00+00:00,4070.138,4079.729,4053.111,4064.671,49186,240
2026-07-02 08:00:00+00:00,4064.616,4080.213,4057.272,4065.375,41626,240
2026-07-02 12:00:00+00:00,4065.425,4144.121,4061.200,4128.316,135761,160
2026-07-02 16:00:00+00:00,4128.465,4130.288,4100.194,4121.466,53618,240
2026-07-02 20:00:00+00:00,4121.329,4134.121,4116.193,4126.180,15544,240
2026-07-03 00:00:00+00:00,4126.292,4195.506,4122.970,4175.907,69645,240
2026-07-03 04:00:00+00:00,4176.131,4182.887,4160.311,4177.399,37244,240
2026-07-03 08:00:00+00:00,4177.347,4186.579,4168.273,4180.885,29070,240
2026-07-03 12:00:00+00:00,4180.988,4183.398,4155.235,4164.940,35332,240
2026-07-03 16:00:00+00:00,4164.885,4176.347,4162.710,4174.661,5743,240
2026-07-05 20:00:00+00:00,4177.917,4202.273,4173.191,4183.137,18379,240
2026-07-06 00:00:00+00:00,4183.254,4203.185,4160.941,4165.290,75358,240
2026-07-06 04:00:00+00:00,4165.240,4166.836,4144.625,4164.533,42862,240
2026-07-06 08:00:00+00:00,4164.233,4166.112,4136.206,4155.020,36044,240
2026-07-06 12:00:00+00:00,4154.959,4158.535,4128.469,4148.188,65352,240
2026-07-06 16:00:00+00:00,4148.240,4167.628,4140.247,4163.632,29285,240
2026-07-06 20:00:00+00:00,4163.705,4168.637,4156.914,4157.372,10720,240
2026-07-07 00:00:00+00:00,4157.318,4162.825,4124.351,4131.164,52600,240
2026-07-07 04:00:00+00:00,4130.946,4141.272,4116.496,4124.771,42698,240
2026-07-07 08:00:00+00:00,4124.718,4158.416,4119.617,4156.533,38499,240
2026-07-07 12:00:00+00:00,4156.671,4180.583,4135.645,4138.925,78217,240
2026-07-07 16:00:00+00:00,4138.923,4148.277,4092.023,4114.028,53345,240
2026-07-07 20:00:00+00:00,4113.971,4115.866,4094.143,4098.591,19403,240
2026-07-08 00:00:00+00:00,4098.471,4131.153,4096.388,4123.514,76800,240
2026-07-08 04:00:00+00:00,4123.457,4134.080,4114.581,4121.290,49044,240
2026-07-08 08:00:00+00:00,4121.341,4121.398,4040.212,4061.990,113136,240
2026-07-08 12:00:00+00:00,4062.075,4086.509,4021.769,4034.079,121100,240
2026-07-08 16:00:00+00:00,4034.133,4091.596,4033.213,4080.005,66934,240
2026-07-08 20:00:00+00:00,4080.059,4083.597,4071.650,4076.276,17663,240
2026-07-09 00:00:00+00:00,4076.084,4089.993,4054.193,4064.060,57302,240
2026-07-09 04:00:00+00:00,4064.111,4111.262,4056.333,4107.713,52967,240
2026-07-09 08:00:00+00:00,4107.765,4117.806,4093.604,4108.528,37527,240
2026-07-09 12:00:00+00:00,4108.623,4136.316,4104.982,4126.646,69413,240
2026-07-09 16:00:00+00:00,4126.596,4138.077,4118.641,4122.250,31503,240
2026-07-09 20:00:00+00:00,4122.201,4127.656,4120.588,4123.547,10622,240
2026-07-10 00:00:00+00:00,4123.495,4134.805,4108.483,4120.305,43579,240
2026-07-10 04:00:00+00:00,4120.253,4121.167,4104.291,4108.837,35826,240
2026-07-10 08:00:00+00:00,4108.888,4112.716,4094.268,4102.451,30991,240
2026-07-10 12:00:00+00:00,4102.456,4117.611,4072.871,4112.877,77160,240
2026-07-10 16:00:00+00:00,4112.933,4115.509,4097.691,4108.274,28440,240
2026-07-10 20:00:00+00:00,4108.212,4121.108,4108.148,4119.766,4724,240
2026-07-12 20:00:00+00:00,4098.561,4099.253,4068.377,4084.311,18554,240
2026-07-13 00:00:00+00:00,4084.359,4091.176,4052.979,4060.356,75886,240
2026-07-13 04:00:00+00:00,4060.242,4073.172,4043.707,4064.528,52545,240
2026-07-13 08:00:00+00:00,4064.639,4080.842,4046.462,4056.473,46156,240
2026-07-13 12:00:00+00:00,4056.507,4067.702,4000.230,4016.105,97198,240
2026-07-13 16:00:00+00:00,4016.048,4018.099,3986.411,4001.808,56919,240
2026-07-13 20:00:00+00:00,4001.858,4006.290,3992.724,4000.913,16470,240
2026-07-14 00:00:00+00:00,4000.970,4019.154,3983.307,4016.796,71741,240
2026-07-14 04:00:00+00:00,4016.850,4034.196,4013.455,4020.825,38328,240
2026-07-14 08:00:00+00:00,4020.939,4031.987,4013.625,4031.031,39895,240
2026-07-14 12:00:00+00:00,4030.963,4103.230,4023.047,4066.391,122832,160
2026-07-14 16:00:00+00:00,4066.449,4067.193,4042.673,4055.864,44209,240
2026-07-14 20:00:00+00:00,4055.758,4056.468,4046.554,4053.123,13329,240
2026-07-15 00:00:00+00:00,4052.928,4062.030,4027.823,4031.185,48616,240
2026-07-15 04:00:00+00:00,4031.320,4036.595,4019.593,4024.547,40223,240
2026-07-15 08:00:00+00:00,4024.346,4040.415,4017.191,4038.389,36802,240
2026-07-15 12:00:00+00:00,4038.259,4074.262,4035.835,4046.920,74534,240
2026-07-15 16:00:00+00:00,4046.871,4081.502,4026.683,4056.931,58542,240
2026-07-15 20:00:00+00:00,4056.759,4065.921,4055.013,4057.900,13637,240
2026-07-16 00:00:00+00:00,4057.724,4061.388,4024.080,4036.093,49243,240
2026-07-16 04:00:00+00:00,4036.075,4038.019,4022.802,4030.518,40750,240
2026-07-16 08:00:00+00:00,4030.396,4042.447,4021.084,4038.504,36976,240
2026-07-16 12:00:00+00:00,4038.559,4043.418,3973.708,4006.885,107191,240
2026-07-16 16:00:00+00:00,4006.961,4007.811,3969.111,3979.863,52184,240
2026-07-16 20:00:00+00:00,3979.814,3986.410,3971.746,3985.782,14325,240
2026-07-17 00:00:00+00:00,3985.830,4008.899,3970.410,3991.236,63221,240
2026-07-17 04:00:00+00:00,3991.380,4007.234,3975.118,3992.803,53876,240
2026-07-17 08:00:00+00:00,3992.755,4002.532,3987.666,3993.888,41780,240
2026-07-17 12:00:00+00:00,3994.086,4021.235,3959.425,4018.877,104523,240
2026-07-17 16:00:00+00:00,4018.925,4023.846,4002.144,4015.384,41013,240
2026-07-17 20:00:00+00:00,4015.255,4018.748,4008.617,4017.752,5351,240
